cohort.x,_name_NA,_latitude_NA.x,_longitude_NA.x,_location_city_name_input_data,_street_number_input_data,_city_state_input_data.x,_zcta_code_input_data.x,_latitude_input_data.x,_longitude_input_data.x,_nearest_chainxy_vt_vec_distance_5_mi,_nearest_chainxy_vt_vec_driving_distance_5_mi,_nearest_chainxy_vt_vec_driving_time_5_mi,_nearest_chainxy_vt_vec_chain_name_5_mi,_nearest_chainxy_vt_vec_storefront_5_mi,_nearest_chainxy_vt_vec_address_5_mi,_nearest_chainxy_vt_vec_city_5_mi,_nearest_chainxy_vt_vec_state_5_mi,_nearest_chainxy_vt_vec_latitude_5_mi,_nearest_chainxy_vt_vec_longitude_5_mi,_nearest_chainxy_vt_vioc_distance_5_mi,_nearest_chainxy_vt_vioc_driving_distance_5_mi,_nearest_chainxy_vt_vioc_driving_time_5_mi,_nearest_chainxy_vt_vioc_chain_name_5_mi,_nearest_chainxy_vt_vioc_storefront_5_mi,_nearest_chainxy_vt_vioc_address_5_mi,_nearest_chainxy_vt_vioc_city_5_mi,_nearest_chainxy_vt_vioc_state_5_mi,_nearest_chainxy_vt_vioc_latitude_5_mi,_nearest_chainxy_vt_vioc_longitude_5_mi,cohort.y,_latitude_NA.y,_longitude_NA.y,_city_state_input_data.y,_zcta_code_input_data.y,_latitude_input_data.y,_longitude_input_data.y,_nearest_chainxy_vt_costco_distance_5_mi,_nearest_chainxy_vt_costco_driving_distance_5_mi,_nearest_chainxy_vt_costco_driving_time_5_mi,_nearest_chainxy_vt_costco_chain_name_5_mi,_nearest_chainxy_vt_costco_storefront_5_mi,_nearest_chainxy_vt_costco_address_5_mi,_nearest_chainxy_vt_costco_city_5_mi,_nearest_chainxy_vt_costco_latitude_5_mi,_nearest_chainxy_vt_costco_longitude_5_mi,_nearest_chainxy_vt_costco_store_type_5_mi,_nearest_chainxy_vt_costco_parent_chain_name_5_mi,_nearest_chainxy_vt_walmart_distance_5_mi,_nearest_chainxy_vt_walmart_driving_distance_5_mi,_nearest_chainxy_vt_walmart_driving_time_5_mi,_nearest_chainxy_vt_walmart_chain_name_5_mi,_nearest_chainxy_vt_walmart_storefront_5_mi,_nearest_chainxy_vt_walmart_address_5_mi,_nearest_chainxy_vt_walmart_city_5_mi,_nearest_chainxy_vt_walmart_latitude_5_mi,_nearest_chainxy_vt_walmart_longitude_5_mi,_nearest_chainxy_vt_walmart_store_type_5_mi,_nearest_chainxy_vt_walmart_parent_chain_name_5_mi,_nearest_streetlight_day_part_road_name_5_mi,_nearest_streetlight_day_part_aadt_5_mi,_2nd_nearest_streetlight_day_part_road_name_5_mi,_2nd_nearest_streetlight_day_part_aadt_5_mi,_3rd_nearest_streetlight_day_part_road_name_5_mi,_3rd_nearest_streetlight_day_part_aadt_5_mi,_4th_nearest_streetlight_day_part_road_name_5_mi,_4th_nearest_streetlight_day_part_aadt_5_mi,_5th_nearest_streetlight_day_part_road_name_5_mi,_5th_nearest_streetlight_day_part_aadt_5_mi,_2024_estimate_5_mi,_2029_projection_5_mi
1,Insta Lube & Wash - Flint,43.0277104,-83.7415393,Insta Lube & Wash - Flint,3422 Flushing Rd,"Flint city, MI",48504,43.0277104,-83.7415393,4.04191135156089,5.10117239751271,10.7740068857162,Express Care,Express Care Flint - Fenton Rd,4627 Fenton Rd,Flint,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43.0277104,-83.7415393,"Flint city, MI",48504,43.0277104,-83.7415393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27224395132191,3.75986302703543,7.35005104867663,Walmart USA,Flint Supercenter,4313 Corunna Rd,Flint,NA,NA,Supercenter,NA,Flushing Road,3263,Flushing Road,3279,Flushing Road,3131,Flushing Road,3042,Flushing Road,2971,120949.353592725,117997.97534934
1,Insta-Lube - Flint,43.0609278,-83.7731025,Insta-Lube - Flint,4011 N Linden Rd,"Flint city, MI",48504,43.0609278,-83.7731025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43.0609278,-83.7731025,"Flint city, MI",48504,43.0609278,-83.7731025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27009180383323,4.80913995214696,6.550185911991,Walmart USA,Flint Supercenter,4313 Corunna Rd,Flint,NA,NA,Supercenter,NA,West Pierson Road,8557,West Pierson Road,10063,North Linden Road,4599,North Linden Road,3763,West Pierson Road,7978,94769.7093425775,92716.7032226401
1,Insta-Lube Inc - Flint,42.97468,-83.6731976,Insta-Lube Inc - Flint,3520 Saginaw St G,"Flint city, MI",48503,42.97468,-83.6731976,1.07934850739126,1.38443031239786,2.74361017700458,Express Care,Express Care Flint - Fenton Rd,4627 Fenton Rd,Flint,MI,NA,NA,2.36497904618817,3.39687368753738,5.6424032866573,Valvoline Instant Oil Change,Burton Michigan,2368 South Center #G,Burton,MI,NA,NA,1,42.97468,-83.6731976,"Flint city, MI",48503,42.97468,-83.6731976,NA,4.66974892242001,6.62342296846591,Costco Wholesale,Genesee County,6200 Lafontaine Way,Flint,NA,NA,Warehouse,NA,2.72496550281857,3.18495588715106,6.55421845669786,Walmart USA,Grand Blanc Supercenter,6170 S Saginaw Rd,Grand Blanc,NA,NA,Supercenter,NA,South Saginaw Street,3646,South Saginaw Street,4902,South Saginaw Street,3649,East Bristol Road,5791,South Saginaw Street,5024,130304.066181801,129304.234119061
1,Integrity Car Care - Aubrey,33.2205097,-96.916683,Integrity Car Care - Aubrey,26779 US-380,"Aubrey, TX",76227,33.2205097,-96.916683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10301906776922,2.30657576002885,3.69529077519425,Valvoline Instant Oil Change,University Drive,4980 W University Drive,Prosper,TX,NA,NA,1,33.2205097,-96.916683,"Aubrey, TX",76227,33.2205097,-96.916683,NA,1.33146517160747,2.62083906112787,Costco Wholesale,Prosper,5620 W University Drive,Prosper,NA,NA,Warehouse,NA,3.39850042176574,5.22374181133152,9.38189090280003,Walmart USA,Frisco Supercenter,12220 FM 423,Frisco,NA,NA,Supercenter,NA,University Drive,24877,Magnolia Boulevard,2532,Magnolia Boulevard,2409,Magnolia Boulevard,2347,Magnolia Boulevard,2342,193085.015543392,235288.95683439
1,Integrity Car Care - Cross Roads,33.1910827,-96.9920936,Integrity Car Care - Cross Roads,100 Naylor Rd,"Cross Timber town, TX",76227,33.1910827,-96.9920936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.1910827,-96.9920936,"Cross Timber town, TX",76227,33.1910827,-96.9920936,2.3351908249659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59646108643385,2.84975122015595,5.71609917361206,Walmart USA,Cross Roads Supercenter,11700 US Highway 380,Cross Roads,NA,NA,Supercenter,NA,Lakeshore Boulevard,563,Naylor Road,2656,McCormick Road,1809,Lakeshore Boulevard,111,Emerald Sound Boulevard,871,109778.117053714,130543.102758011
1,Integrity Car Care - Pilot Point,33.4091246,-96.9410818,Integrity Car Care - Pilot Point,1321 US-377,"Pilot Point, TX",76258,33.4091246,-96.9410818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.4091246,-96.9410818,"Pilot Point, TX",76258,33.4091246,-96.9410818,0.00125277803159547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary,7089,primary,6738,primary,7121,North Washington Street,1056,primary,6578,9152.52168184753,11321.655963245
1,Integrity Car Care - Sherman,33.6041461,-96.5886941,Integrity Car Care - Sherman,4001 Sherman Pkwy,"Sherman, TX",75090,33.6041461,-96.5886941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.6041461,-96.5886941,"Sherman, TX",75090,33.6041461,-96.5886941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77880570335312,6.62320522546719,9.89178500911259,Walmart USA,Sherman Neighborhood Market,2210 N FM 1417,Sherman,NA,NA,Neighborhood Market,NA,East FM 1417,4926,East FM 1417,5034,East FM 1417,5000,East FM 1417,4636,East FM 1417,5214,45909.9506502801,45278.0043395498
1,J Lube - Gaylord,45.0235565,-84.677361,J Lube - Gaylord,501 S Otsego Ave,"Gaylord city, MI",49735,45.0235565,-84.677361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45.0235565,-84.677361,"Gaylord city, MI",49735,45.0235565,-84.677361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626071683401201,1.26268029991514,3.46239069959574,Walmart USA,Gaylord Supercenter,950 Edelweiss Parkway,Gaylord,NA,NA,Supercenter,NA,South Otsego Avenue,4088,South Otsego Avenue,4241,South Otsego Avenue,4167,South Otsego Avenue,3984,South Otsego Avenue,4278,13675.7699824425,13937.1578527097
1,J Lube - Williamsburg,44.7727503,-85.5003449,J Lube - Williamsburg,5940 US-31,"Williamsburg plc, MI",49690,44.7727503,-85.5003449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.7727503,-85.5003449,"Williamsburg plc, MI",49690,44.7727503,-85.5003449,5.84722054354343e-4,5.55310568178565,8.43504154347122,Costco Wholesale,Traverse City,125 E South Airport Rd,Traverse City,NA,NA,Warehouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,US-31 North,14175,trunk,8455,trunk,8509,trunk,8444,Acme Road,56,18556.5030115396,18675.0469168727
1,J Lube Services - Traverse City,44.7513673,-85.6319141,J Lube Services - Traverse City,529 W Fourteenth St,"Traverse City city, MI",49684,44.7513673,-85.6319141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.7513673,-85.6319141,"Traverse City city, MI",49684,44.7513673,-85.6319141,0.00104247387678182,4.5937135395613,9.18166168263418,Costco Wholesale,Traverse City,125 E South Airport Rd,Traverse City,NA,NA,Warehouse,NA,1.59112314661524,2.02768219422625,5.59906677637084,Walmart USA,Traverse City Supercenter,2640 Crossing Cir,Traverse City,NA,NA,Supercenter,NA,West Fourteenth Street,6201,West Fourteenth Street,6860,West Fourteenth Street,5987,Veterans Drive,2420,West Fourteenth Street,6580,47540.3155420439,49434.3914797208
1,J LUBE SERVICES - Traverse City,44.6745437,-85.6567197,J LUBE SERVICES - Traverse City,914 US-31,"Traverse City city, MI",49685,44.6745437,-85.6567197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.6745437,-85.6567197,"Traverse City city, MI",49685,44.6745437,-85.6567197,0.00135360371803238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90353141180465,4.34700360743287,7.10055559108685,Walmart USA,Traverse City Supercenter,2640 Crossing Cir,Traverse City,NA,NA,Supercenter,NA,US-31 South,10050,US-31 South,9145,trunk,7186,Beitner Road,5830,US-31 South,9032,30866.0004622419,31905.414464393
1,J lube Services - Traverse City,44.7588942,-85.5956221,J lube Services - Traverse City,1055 E Eighth St,"Traverse City city, MI",49686,44.7588942,-85.5956221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44.7588942,-85.5956221,"Traverse City city, MI",49686,44.7588942,-85.5956221,7.52948764720162e-4,2.94619595190609,5.63058909429077,Costco Wholesale,Traverse City,125 E South Airport Rd,Traverse City,NA,NA,Warehouse,NA,2.79458274073843,3.91533234642786,9.62776370841355,Walmart USA,Traverse City Supercenter,2640 Crossing Cir,Traverse City,NA,NA,Supercenter,NA,South Garfield Avenue,5907,East Eighth Street,4092,South Garfield Avenue,6617,East Eighth Street,3792,South Garfield Avenue,6084,46818.1535932091,48464.3601514269
1,Jackson EL - Jackson,38.3424838,-120.7673639,Jackson EL - Jackson,106 French Bar Rd,Jackson CA,95642,38.3424838,-120.7673639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38.3424838,-120.7673639,Jackson CA,95642,38.3424838,-120.7673639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35863724343265,3.41886805977912,6.14064444712096,Walmart USA,Jackson Store,10355 Wicklow Way,Jackson,NA,NA,Store,NA,primary,5022,primary,4673,primary,5074,primary,5437,Clinton Road,1187,10363.0520561078,10415.593571806001
1,Johnson's Auto Lube Center - Arlington,32.7649384,-97.0938979,Johnson's Auto Lube Center - Arlington,1109 E Lamar Blvd,"Arlington city, TX",76011,32.7649384,-97.0938979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.7649384,-97.0938979,"Arlington city, TX",76011,32.7649384,-97.0938979,3.73327879901498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239494317834303,0.482376763823348,1.90141626108921,Walmart USA,Arlington Neighborhood Market,2121 N Collins St,Arlington,NA,NA,Neighborhood Market,NA,East Lamar Boulevard,8699,East Lamar Boulevard,7756,East Lamar Boulevard,8832,East Lamar Boulevard,7828,East Lamar Boulevard,7715,279300.3181549,279815.123929768
1,Joshua Lube and Tune - Joshua,32.4522093,-97.383927,Joshua Lube and Tune - Joshua,725 S Broadway St,"Joshua city, TX",76058,32.4522093,-97.383927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.4522093,-97.383927,"Joshua city, TX",76058,32.4522093,-97.383927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Main Street,12273,Main Street,12465,Main Street,12575,primary_link,12629,Main Street,11720,36181.5089430131,37325.5045930938
1,Just 7 - Carrollton,32.9847162,-96.8699449,Just 7 - Carrollton,2412 E Trinity Mills Rd,"Carrollton, TX",75006,32.9847162,-96.8699449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82050308033627,4.11605056842989,8.62127538545477,Valvoline Instant Oil Change,Josey Lane,4109 N Josey Lane,Carrollton,TX,NA,NA,1,32.9847162,-96.8699449,"Carrollton, TX",75006,32.9847162,-96.8699449,NA,4.6118623301495,11.5714713184495,Costco Wholesale,W Plano,1701 Dallas Pkwy,Plano,NA,NA,Warehouse,NA,1.00293437548445,1.7333307835441,NA,Walmart USA,Dallas Supercenter,18121 Marsh Ln,Dallas,NA,NA,Supercenter,NA,Trinity Mills Road,17869,Trinity Mills Road,11925,secondary_link,2764,Trinity Mills Road,16627,Kelly Boulevard,4502,337846.17310118,334196.198617717
1,Just7 - Lewisville,33.0412159,-96.9859559,Just7 - Lewisville,647 E State Hwy 121 Business,"Lewisville city, TX",75057,33.0412159,-96.9859559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59417405243976,3.36816740578892,6.83044297573674,Valvoline Instant Oil Change,Lewisville,286 E Round Grove Rd,Lewisville,TX,NA,NA,1,33.0412159,-96.9859559,"Lewisville city, TX",75057,33.0412159,-96.9859559,0.00505196479006347,4.07963893969019,7.49274392578662,Costco Wholesale,Lewisville,851 State Highway 121 Byp,Lewisville,NA,NA,Warehouse,NA,1.66702554638331,2.13401920044743,7.29842787860731,Walmart USA,Lewisville Supercenter,801 W Main St,Lewisville,NA,NA,Supercenter,NA,East Purnell Street,1218,East Business 121,14180,East Purnell Street,1023,East Business 121,13091,East Purnell Street,1127,217780.316363439,217768.584956381
1,Just7 Lube & Auto Repair - Dallas,32.6630022,-96.8759334,Just7 Lube & Auto Repair - Dallas,3407 W Camp Wisdom Rd,"Dallas city, TX",75237,32.6630022,-96.8759334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.6630022,-96.8759334,"Dallas city, TX",75237,32.6630022,-96.8759334,NA,3.82621421220049,7.52304478735118,Costco Wholesale,Duncanville,250 W Highway 67,Duncanville,NA,NA,Warehouse,NA,3.27643543901968,4.12011616828334,7.69016426551762,Walmart USA,Dallas Supercenter,200 Short Blvd,Dallas,NA,NA,Supercenter,NA,West Camp Wisdom Road,11158,West Camp Wisdom Road,9378,West Camp Wisdom Road,9299,West Camp Wisdom Road,10736,West Camp Wisdom Road,9494,253170.354151735,257007.349519049
1,Just7 Lube & Auto Service - Arlington,32.643315,-97.1342889,Just7 Lube & Auto Service - Arlington,6310 S Cooper St #5617,"Arlington city, TX",76001,32.643315,-97.1342889,2.83438872574609,2.85250062488213,4.16366836880386,Express Care,Express Care Mansfield,1955 Highway 157 North,Mansfield,TX,NA,NA,2.30868432882655,3.09995027951273,5.68424648826402,Valvoline Instant Oil Change,Matlock Rd,8125 Matlock Rd,Arlington,TX,NA,NA,1,32.643315,-97.1342889,"Arlington city, TX",76001,32.643315,-97.1342889,NA,3.7492460103911,7.15212476936571,Costco Wholesale,Arlington,600 W Arbrook Blvd,Arlington,NA,NA,Warehouse,NA,0.985043540294492,1.19945397449574,3.18355120736638,Walmart USA,Arlington Neighborhood Market,735 W Sublett Rd,Arlington,NA,NA,Neighborhood Market,NA,South Cooper Street,19719,South Cooper Street,18994,Hardisty Drive,1442,Hardisty Drive,2348,South Cooper Street,18514,286311.286523703,290791.7030662
1,Just7-Euless - Euless,32.831818,-97.099313,Just7-Euless - Euless,401 S Industrial Blvd,"Euless city, TX",76040,32.831818,-97.099313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43824757765167,2.58576245102207,5.97590847018303,Valvoline Instant Oil Change,Rio Grande Blvd,2100 Rio Grande Blvd,Euless,TX,NA,NA,1,32.831818,-97.099313,"Euless city, TX",76040,32.831818,-97.099313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06995415105515,2.62505625334593,6.08123550943554,Walmart USA,Bedford Neighborhood Market,2108 Bedford Rd,Bedford,NA,NA,Neighborhood Market,NA,South Industrial Boulevard,12925,South Industrial Boulevard,13531,Signet Drive,1743,South Industrial Boulevard,12816,South Industrial Boulevard,14014,242325.152182065,240970.90896666
1,Just7-Red Bird - Dallas,32.670728,-96.8612552,Just7-Red Bird - Dallas,6210 Marvin D Love Fwy,"Dallas city, TX",75237,32.670728,-96.8612552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50940308768655,4.69203583294622,9.76401866398019,Valvoline Instant Oil Change,Hampton Dallas,1004 S. Hampton Road,Dallas,TX,NA,NA,1,32.670728,-96.8612552,"Dallas city, TX",75237,32.670728,-96.8612552,NA,4.73269617191299,8.26870952084797,Costco Wholesale,Duncanville,250 W Highway 67,Duncanville,NA,NA,Warehouse,NA,2.27645687428353,3.02694317212733,6.57365162567277,Walmart USA,Dallas Supercenter,200 Short Blvd,Dallas,NA,NA,Supercenter,NA,West Red Bird Lane,5269,Marvin D Love Freeway,8552,Marvin D Love Freeway,8761,West Red Bird Lane,5177,West Red Bird Lane,6172,272103.678471067,277025.435391301
1,Katy Hand CW - Houston,29.8104436,-95.7198407,Katy Hand CW - Houston,2850 N Fry Rd,"Houston, TX",77084,29.8104436,-95.7198407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18417796735584,5.64799961238744,10.5512694745011,Valvoline Instant Oil Change,Katy Fwy,23711 Katy Fwy,Katy,TX,NA,NA,1,29.8104436,-95.7198407,"Houston, TX",77084,29.8104436,-95.7198407,0.822435925458935,5.44086446184607,10.5791411385594,Costco Wholesale,W Katy,23645 Katy Freeway,Katy,NA,NA,Warehouse,NA,1.48798488856861,1.70720213791025,4.58873216616691,Walmart USA,Katy Supercenter,1313 N Fry Rd,Katy,NA,NA,Supercenter,NA,North Fry Road,19404,North Fry Road,23378,North Fry Road,23007,North Fry Road,19243,North Fry Road,18477,327201.178932398,369557.157878787
1,Katy Hand CW - Lake Jackson,29.0482877,-95.4697258,Katy Hand CW - Lake Jackson,220 TX-332,"Lake Jackson, TX",77566,29.0482877,-95.4697258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29.0482877,-95.4697258,"Lake Jackson, TX",77566,29.0482877,-95.4697258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606689116152449,0.659841547518838,2.29664817565371,Walmart USA,Lake Jackson Supercenter,121 Highway 332 W,Lake Jackson,NA,NA,Supercenter,NA,State Highway 332 West,5527,State Highway 332 West,5579,State Highway 332 West,6177,FM 2004,3278,FM 2004,3391,50092.8642062148,48839.5613838629
1,Katy Hand CW & Lube - Katy,29.8011258,-95.8241121,Katy Hand CW & Lube - Katy,5811 Franz Rd,"Katy city, TX",77493,29.8011258,-95.8241121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73004951965957,3.54672127413045,6.74706083460491,Valvoline Instant Oil Change,Katy Fwy,23711 Katy Fwy,Katy,TX,NA,NA,1,29.8011258,-95.8241121,"Katy city, TX",77493,29.8011258,-95.8241121,NA,3.78100490090326,NA,Costco Wholesale,W Katy,23645 Katy Freeway,Katy,NA,NA,Warehouse,NA,1.70149923152092,2.34124658294259,6.85547577759017,Walmart USA,Katy Supercenter,25108 Market Place Dr,Katy,NA,NA,Supercenter,NA,Franz Road,3501,Franz Road,3283,Franz Road,3592,Franz Road,3286,Avenue D,6779,210732.181921886,262223.060618852
1,Kwik Kar Merched - Dallas (Spring Valley Rd),32.7766642,-96.7969879,Kwik Kar Merched - Dallas (Spring Valley Rd),8280,"Dallas, TX",NA,32.7766642,-96.7969879,4.62778121748018,5.2311557396166,12.0194883696253,Express Care,Valvoline Express Care,3552 W Mockingbird Ln,Dallas,TX,NA,NA,3.63104514265637,3.84706644801168,10.5573374133312,Valvoline Instant Oil Change,Dallas Lakewood,2001 Abrams Rd,Dallas,TX,NA,NA,1,32.7766642,-96.7969879,"Dallas, TX",NA,32.7766642,-96.7969879,0.762714093631554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68995421843102,2.23762226571611,6.82205815456655,Walmart USA,Dallas Neighborhood Market,2305 N Central Expy,Dallas,NA,NA,Neighborhood Market,NA,Marilla Street,197,secondary_link,520,Young Street,6558,Young Street,7025,South Ervay Street,4566,385010.541005052,422323.832122341
1,Kwik Kar Merched - Fort Worth (White Settlement Rd),32.7615134,-97.4833211,Kwik Kar Merched - Fort Worth (White Settlement Rd),9613 White Settlement Rd,"Fort Worth, TX",NA,32.7615134,-97.4833211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.7615134,-97.4833211,"Fort Worth, TX",NA,32.7615134,-97.4833211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25396209658346097,0.286198530540316,2.37747184353833,Walmart USA,Fort Worth Supercenter,9500 Clifford St,Fort Worth,NA,NA,Supercenter,NA,White Settlement Road,7476,White Settlement Road,7638,secondary_link,7046,White Settlement Road,7871,White Settlement Road,7786,123201.935766486,125848.41787042
1,"Kwik Kar Merched - Mesquite, TX",32.7926976,-96.5952241,"Kwik Kar Merched - Mesquite, TX",2122 N Belt Line Rd,"Mesquite, TX",NA,32.7926976,-96.5952241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.7926976,-96.5952241,"Mesquite, TX",NA,32.7926976,-96.5952241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347562085443646,0.626724845230285,3.57523977371246,Walmart USA,Mesquite Supercenter,200 US Highway 80 E,Mesquite,NA,NA,Supercenter,NA,North Belt Line Road,17910,North Belt Line Road,15641,North Belt Line Road,17022,North Belt Line Road,16354,North Belt Line Road,16767,254889.965847903,259972.200150876
1,"Kwik Kar Merched - Richardson, TX",32.9717451,-96.6830899,"Kwik Kar Merched - Richardson, TX",1851 N Jupiter Rd,"Richardson, TX",NA,32.9717451,-96.6830899,4.170004674571,4.91538066562367,9.89509979007614,Express Care,Valvoline Express Care,6830 Murphy Rd,Sachse,TX,NA,NA,2.34520940591059,2.41418039476595,5.30571682115896,Valvoline Instant Oil Change,Jupiter Rd,605 Jupiter Rd,Plano,TX,NA,NA,1,32.9717451,-96.6830899,"Richardson, TX",NA,32.9717451,-96.6830899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41596461467325,3.01672198750033,6.95793097466637,Walmart USA,Garland Supercenter,5302 N Garland Ave,Garland,NA,NA,Supercenter,NA,North Jupiter Road,12583,North Jupiter Road,12650,secondary_link,272,North Jupiter Road,12979,North Jupiter Road,13492,343258.699237621,347938.387290145
1,Kwik Kar Amarillo - Bear Auto,35.1843193,-101.8127654,Kwik Kar Amarillo - Bear Auto,2801 S Osage St,"Amarillo, TX 79103",79103,35.1843193,-101.8127654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9943900790401,4.32357004235969,8.56812168759447,Valvoline Instant Oil Change,S Western St,2831 S Western St,Amarillo,TX,NA,NA,1,35.1843193,-101.8127654,"Amarillo, TX 79103",79103,35.1843193,-101.8127654,0.00259925748725605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357176321192564,0.563390343034914,1.14600110668623,Walmart USA,Amarillo Neighborhood Market,2035 SE 34th Ave,Amarillo,NA,NA,Neighborhood Market,NA,South Osage Street,6744,South Osage Street,6719,South Osage Street,6638,Southeast 27th Avenue,2415,Southeast 27th Avenue,3425,131135.97791757,132513.486934444
1,Kwik Kar Amarillo - Coulter,35.1624502,-101.9207706,Kwik Kar Amarillo - Coulter,4400 Coulter St S,"Amarillo city, TX",79109,35.1624502,-101.9207706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00265438570144374,NA,NA,Valvoline Instant Oil Change,S Coulter St,4400 S Coulter St,Amarillo,TX,NA,NA,1,35.1624502,-101.9207706,"Amarillo city, TX",79109,35.1624502,-101.9207706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24586885645013,0.941869849236626,2.79628414872165,Walmart USA,Amarillo Supercenter,4610 S Coulter St,Amarillo,NA,NA,Supercenter,NA,South Coulter Street,12338,Golden Pond Place,170,Southwest 45th Avenue,7062,South Coulter Street,12972,Lake Front Lane,246,137221.505267377,141265.213395925
1,Kwik Kar Amarillo - Western,35.1839114,-101.8834179,Kwik Kar Amarillo - Western,2831 S Western St,"Amarillo city, TX",79109,35.1839114,-101.8834179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valvoline Instant Oil Change,S Western St,2831 S Western St,Amarillo,TX,NA,NA,1,35.1839114,-101.8834179,"Amarillo city, TX",79109,35.1839114,-101.8834179,0.00427532362645092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50424890585967,1.98722783927658,4.69319380271185,Walmart USA,Amarillo Supercenter,4215 Canyon Dr,Amarillo,NA,NA,Supercenter,NA,South Western Street,9173,South Western Street,9306,South Western Street,9101,South Western Street,9228,South Western Street,9429,163720.365424114,167658.127262136
